VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	term	shortname	P_adjusted	significant_P_adj	tissue_name
Thyroid	COVAR	17345	-0.017724	-0.035098	0.006318	0.99748	Thyroid	f884	Moderate physical activity frequency	1	FALSE	Thyroid
Uterus	COVAR	17345	0.00076946	0.0015677	0.0071434	0.45711	Uterus	f884	Moderate physical activity frequency	1	FALSE	Uterus
Vagina	COVAR	17345	-0.016264	-0.031102	0.0072199	0.98785	Vagina	f884	Moderate physical activity frequency	1	FALSE	Vagina
Whole_Blood	COVAR	17345	-0.0011874	-0.0021461	0.0036714	0.62681	Whole_Blood	f884	Moderate physical activity frequency	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17344	-0.015454	-0.030848	0.0071172	0.98504	Adipose_Subcutaneous	f904	Vigorous physical activity frequency	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17344	-0.013401	-0.026034	0.0073878	0.96515	Adipose_Visceral_Omentum	f904	Vigorous physical activity frequency	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17344	-0.0063531	-0.012266	0.006587	0.83259	Adrenal_Gland	f904	Vigorous physical activity frequency	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17344	-0.010675	-0.021788	0.0067067	0.94427	Artery_Aorta	f904	Vigorous physical activity frequency	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17344	-0.01482	-0.029508	0.0078273	0.97084	Artery_Coronary	f904	Vigorous physical activity frequency	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17344	-0.010316	-0.021241	0.0065801	0.94152	Artery_Tibial	f904	Vigorous physical activity frequency	1	FALSE	Artery Tibial
Bladder	COVAR	17344	-0.0096327	-0.018782	0.0086603	0.86698	Bladder	f904	Vigorous physical activity frequency	1	FALSE	Bladder
Brain_Amygdala	COVAR	17344	0.009706	0.016537	0.0051618	0.030038	Brain_Amygdala	f904	Vigorous physical activity frequency	0.780988	FALSE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17344	0.011766	0.020787	0.0047526	0.0066551	Brain_Anterior_cingulate_cortex_BA24	f904	Vigorous physical activity frequency	0.1730326	FALSE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17344	0.0096135	0.016607	0.0051641	0.031337	Brain_Caudate_basal_ganglia	f904	Vigorous physical activity frequency	0.814762	FALSE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17344	0.011575	0.023225	0.003998	0.0018965	Brain_Cerebellar_Hemisphere	f904	Vigorous physical activity frequency	0.049309	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17344	0.012356	0.024526	0.0041233	0.0013671	Brain_Cerebellum	f904	Vigorous physical activity frequency	0.0355446	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17344	0.013549	0.024712	0.0046934	0.0019485	Brain_Cortex	f904	Vigorous physical activity frequency	0.050661	FALSE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17344	0.011018	0.020305	0.0045331	0.0075409	Brain_Frontal_Cortex_BA9	f904	Vigorous physical activity frequency	0.1960634	FALSE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17344	0.0084628	0.014333	0.0052511	0.053532	Brain_Hippocampus	f904	Vigorous physical activity frequency	1	FALSE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17344	0.007337	0.01263	0.0053374	0.084632	Brain_Hypothalamus	f904	Vigorous physical activity frequency	1	FALSE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17344	0.010523	0.018259	0.0049922	0.017528	Brain_Nucleus_accumbens_basal_ganglia	f904	Vigorous physical activity frequency	0.455728	FALSE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17344	0.0079786	0.013577	0.0052052	0.062671	Brain_Putamen_basal_ganglia	f904	Vigorous physical activity frequency	1	FALSE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17344	-0.00045062	-0.00081003	0.0056682	0.53168	Brain_Spinal_cord_cervical_c-1	f904	Vigorous physical activity frequency	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17344	0.0026513	0.004564	0.0056442	0.31927	Brain_Substantia_nigra	f904	Vigorous physical activity frequency	1	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17344	-0.015615	-0.030034	0.0083255	0.96963	Breast_Mammary_Tissue	f904	Vigorous physical activity frequency	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17344	-0.0074214	-0.015905	0.0043131	0.95734	Cells_Cultured_fibroblasts	f904	Vigorous physical activity frequency	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17344	0.0045183	0.0098586	0.0032131	0.079844	Cells_EBV-transformed_lymphocytes	f904	Vigorous physical activity frequency	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17344	-0.0035951	-0.0070486	0.007977	0.67389	Cervix_Ectocervix	f904	Vigorous physical activity frequency	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17344	-0.00068696	-0.0013602	0.007606	0.53598	Cervix_Endocervix	f904	Vigorous physical activity frequency	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17344	-0.011439	-0.022385	0.0082621	0.91688	Colon_Sigmoid	f904	Vigorous physical activity frequency	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17344	-0.016281	-0.029945	0.0075788	0.98414	Colon_Transverse	f904	Vigorous physical activity frequency	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17344	-0.016544	-0.032577	0.0084668	0.97464	Esophagus_Gastroesophageal_Junction	f904	Vigorous physical activity frequency	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17344	-0.0026918	-0.0052047	0.0050658	0.70242	Esophagus_Mucosa	f904	Vigorous physical activity frequency	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17344	-0.015822	-0.031217	0.0081801	0.97345	Esophagus_Muscularis	f904	Vigorous physical activity frequency	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17344	-0.0094965	-0.018428	0.0077798	0.88888	Fallopian_Tube	f904	Vigorous physical activity frequency	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17344	-0.013425	-0.024105	0.0063091	0.98332	Heart_Atrial_Appendage	f904	Vigorous physical activity frequency	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17344	-0.012222	-0.020402	0.0060072	0.97904	Heart_Left_Ventricle	f904	Vigorous physical activity frequency	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17344	-0.0045424	-0.0079834	0.0059014	0.77926	Kidney_Cortex	f904	Vigorous physical activity frequency	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17344	-0.008711	-0.016112	0.0060843	0.92388	Kidney_Medulla	f904	Vigorous physical activity frequency	1	FALSE	Kidney Medulla
Liver	COVAR	17344	-0.00068847	-0.0012398	0.0041752	0.56548	Liver	f904	Vigorous physical activity frequency	1	FALSE	Liver
Lung	COVAR	17344	-0.0046824	-0.0090547	0.0060444	0.78072	Lung	f904	Vigorous physical activity frequency	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17344	-0.013087	-0.024363	0.0063442	0.98043	Minor_Salivary_Gland	f904	Vigorous physical activity frequency	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17344	-0.0047575	-0.0089987	0.004537	0.85281	Muscle_Skeletal	f904	Vigorous physical activity frequency	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17344	-0.0041021	-0.0082577	0.0066591	0.73105	Nerve_Tibial	f904	Vigorous physical activity frequency	1	FALSE	Nerve Tibial
Ovary	COVAR	17344	-0.0050322	-0.010202	0.0063603	0.78558	Ovary	f904	Vigorous physical activity frequency	1	FALSE	Ovary
Pancreas	COVAR	17344	-0.003119	-0.0052156	0.0054949	0.71485	Pancreas	f904	Vigorous physical activity frequency	1	FALSE	Pancreas
Pituitary	COVAR	17344	0.010801	0.020137	0.0059151	0.03394	Pituitary	f904	Vigorous physical activity frequency	0.88244	FALSE	Pituitary
Prostate	COVAR	17344	-0.0014122	-0.0026799	0.0078922	0.571	Prostate	f904	Vigorous physical activity frequency	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17344	-0.0046031	-0.00888	0.0051047	0.81639	Skin_Not_Sun_Exposed_Suprapubic	f904	Vigorous physical activity frequency	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17344	-0.006494	-0.012605	0.0051134	0.89795	Skin_Sun_Exposed_Lower_leg	f904	Vigorous physical activity frequency	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17344	-0.010568	-0.019439	0.0062641	0.9542	Small_Intestine_Terminal_Ileum	f904	Vigorous physical activity frequency	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17344	0.0033063	0.0065536	0.0048232	0.24652	Spleen	f904	Vigorous physical activity frequency	1	FALSE	Spleen
Stomach	COVAR	17344	-0.0081601	-0.014828	0.0078607	0.85038	Stomach	f904	Vigorous physical activity frequency	1	FALSE	Stomach
Testis	COVAR	17344	0.0046375	0.0080086	0.0036668	0.103	Testis	f904	Vigorous physical activity frequency	1	FALSE	Testis
Thyroid	COVAR	17344	-0.01378	-0.02729	0.0063907	0.98446	Thyroid	f904	Vigorous physical activity frequency	1	FALSE	Thyroid
Uterus	COVAR	17344	-0.0079665	-0.016234	0.0071872	0.86615	Uterus	f904	Vigorous physical activity frequency	1	FALSE	Uterus
Vagina	COVAR	17344	-0.0046141	-0.0088262	0.0072904	0.7366	Vagina	f904	Vigorous physical activity frequency	1	FALSE	Vagina
Whole_Blood	COVAR	17344	0.0066723	0.012061	0.0036593	0.034132	Whole_Blood	f904	Vigorous physical activity frequency	0.887432	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17359	-0.015228	-0.030407	0.0078451	0.97387	Adipose_Subcutaneous	f924	Walking pace	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17359	-0.018272	-0.035508	0.00811	0.98786	Adipose_Visceral_Omentum	f924	Walking pace	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17359	0.004325	0.0083536	0.0072996	0.27676	Adrenal_Gland	f924	Walking pace	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17359	-0.0076802	-0.01568	0.007508	0.84682	Artery_Aorta	f924	Walking pace	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17359	-0.014359	-0.028597	0.0086854	0.95084	Artery_Coronary	f924	Walking pace	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17359	-0.0070671	-0.014556	0.0073284	0.83256	Artery_Tibial	f924	Walking pace	1	FALSE	Artery Tibial
Bladder	COVAR	17359	-0.033987	-0.06628	0.0095756	0.99981	Bladder	f924	Walking pace	1	FALSE	Bladder
Brain_Amygdala	COVAR	17359	0.014379	0.024506	0.0057192	0.00597	Brain_Amygdala	f924	Walking pace	0.15522	FALSE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17359	0.015881	0.028063	0.0052549	0.0012564	Brain_Anterior_cingulate_cortex_BA24	f924	Walking pace	0.0326664	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17359	0.015991	0.027632	0.005734	0.002648	Brain_Caudate_basal_ganglia	f924	Walking pace	0.068848	FALSE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17359	0.017454	0.03503	0.0044148	3.8675e-05	Brain_Cerebellar_Hemisphere	f924	Walking pace	0.00100555	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17359	0.018078	0.035895	0.0045514	3.579e-05	Brain_Cerebellum	f924	Walking pace	0.00093054	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17359	0.018118	0.033053	0.0051868	0.00023935	Brain_Cortex	f924	Walking pace	0.0062231	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17359	0.017484	0.032227	0.0050005	0.00023636	Brain_Frontal_Cortex_BA9	f924	Walking pace	0.00614536	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17359	0.014677	0.024865	0.005808	0.0057565	Brain_Hippocampus	f924	Walking pace	0.149669	FALSE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17359	0.015143	0.026079	0.005884	0.0050376	Brain_Hypothalamus	f924	Walking pace	0.1309776	FALSE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17359	0.016715	0.029012	0.0055349	0.001266	Brain_Nucleus_accumbens_basal_ganglia	f924	Walking pace	0.032916	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17359	0.014454	0.024603	0.0057741	0.0061581	Brain_Putamen_basal_ganglia	f924	Walking pace	0.1601106	FALSE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17359	0.0055018	0.0098938	0.0062715	0.19017	Brain_Spinal_cord_cervical_c-1	f924	Walking pace	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17359	0.0064568	0.011119	0.006232	0.15009	Brain_Substantia_nigra	f924	Walking pace	1	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17359	-0.020048	-0.038575	0.0091961	0.98537	Breast_Mammary_Tissue	f924	Walking pace	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17359	0.0017839	0.0038234	0.0047343	0.35316	Cells_Cultured_fibroblasts	f924	Walking pace	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17359	-0.0017731	-0.0038693	0.0035558	0.69098	Cells_EBV-transformed_lymphocytes	f924	Walking pace	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17359	-0.011544	-0.022639	0.0088148	0.90483	Cervix_Ectocervix	f924	Walking pace	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17359	-0.010515	-0.020827	0.008431	0.89383	Cervix_Endocervix	f924	Walking pace	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17359	-0.011727	-0.022952	0.0091672	0.89959	Colon_Sigmoid	f924	Walking pace	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17359	-0.018564	-0.034151	0.0084321	0.98615	Colon_Transverse	f924	Walking pace	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17359	-0.012296	-0.024215	0.0093971	0.90464	Esophagus_Gastroesophageal_Junction	f924	Walking pace	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17359	-0.014533	-0.028108	0.0055157	0.99579	Esophagus_Mucosa	f924	Walking pace	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17359	-0.016033	-0.031638	0.0090997	0.96095	Esophagus_Muscularis	f924	Walking pace	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17359	-0.013509	-0.026221	0.0086165	0.94152	Fallopian_Tube	f924	Walking pace	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17359	-0.010074	-0.018093	0.0069282	0.92702	Heart_Atrial_Appendage	f924	Walking pace	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17359	-0.013203	-0.022047	0.0066036	0.97721	Heart_Left_Ventricle	f924	Walking pace	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17359	-0.014588	-0.025647	0.0065614	0.98689	Kidney_Cortex	f924	Walking pace	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17359	-0.0084636	-0.01566	0.0067332	0.89561	Kidney_Medulla	f924	Walking pace	1	FALSE	Kidney Medulla
Liver	COVAR	17359	-0.0038896	-0.007006	0.0046021	0.80099	Liver	f924	Walking pace	1	FALSE	Liver
Lung	COVAR	17359	-0.011519	-0.022284	0.0066658	0.95801	Lung	f924	Walking pace	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17359	-0.018778	-0.034969	0.0070038	0.99633	Minor_Salivary_Gland	f924	Walking pace	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17359	-0.007215	-0.01365	0.0049929	0.92577	Muscle_Skeletal	f924	Walking pace	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17359	-0.008926	-0.017975	0.0073449	0.88786	Nerve_Tibial	f924	Walking pace	1	FALSE	Nerve Tibial
Ovary	COVAR	17359	0.0026848	0.0054446	0.0070472	0.35162	Ovary	f924	Walking pace	1	FALSE	Ovary
Pancreas	COVAR	17359	-0.0023664	-0.0039581	0.0061	0.65096	Pancreas	f924	Walking pace	1	FALSE	Pancreas
Pituitary	COVAR	17359	0.02417	0.045078	0.0065507	0.00011263	Pituitary	f924	Walking pace	0.00292838	TRUE	Pituitary
Prostate	COVAR	17359	-0.018443	-0.03501	0.0087345	0.98263	Prostate	f924	Walking pace	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17359	-0.001987	-0.0038344	0.0056056	0.6385	Skin_Not_Sun_Exposed_Suprapubic	f924	Walking pace	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17359	-0.0019303	-0.0037479	0.0056178	0.63442	Skin_Sun_Exposed_Lower_leg	f924	Walking pace	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17359	-0.0084382	-0.015525	0.0069729	0.88688	Small_Intestine_Terminal_Ileum	f924	Walking pace	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17359	-0.0072676	-0.014411	0.0053249	0.91384	Spleen	f924	Walking pace	1	FALSE	Spleen
Stomach	COVAR	17359	-0.025553	-0.046448	0.0087931	0.99817	Stomach	f924	Walking pace	1	FALSE	Stomach
Testis	COVAR	17359	0.0064981	0.011221	0.004031	0.053489	Testis	f924	Walking pace	1	FALSE	Testis
Thyroid	COVAR	17359	-0.0024415	-0.004837	0.0070477	0.63548	Thyroid	f924	Walking pace	1	FALSE	Thyroid
Uterus	COVAR	17359	-0.011576	-0.023597	0.0079725	0.92675	Uterus	f924	Walking pace	1	FALSE	Uterus
Vagina	COVAR	17359	-0.017667	-0.033804	0.0079655	0.98671	Vagina	f924	Walking pace	1	FALSE	Vagina
Whole_Blood	COVAR	17359	-0.0089222	-0.016126	0.0040826	0.98556	Whole_Blood	f924	Walking pace	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17355	-0.027694	-0.055295	0.0070651	0.99996	Adipose_Subcutaneous	f943	Stair climbing frequency	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17355	-0.023646	-0.045949	0.0073083	0.99939	Adipose_Visceral_Omentum	f943	Stair climbing frequency	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17355	-0.00056176	-0.0010848	0.0065907	0.53396	Adrenal_Gland	f943	Stair climbing frequency	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17355	-0.019002	-0.03879	0.0067033	0.9977	Artery_Aorta	f943	Stair climbing frequency	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17355	-0.025862	-0.051506	0.0077769	0.99956	Artery_Coronary	f943	Stair climbing frequency	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17355	-0.015498	-0.031919	0.0065656	0.99087	Artery_Tibial	f943	Stair climbing frequency	1	FALSE	Artery Tibial
Bladder	COVAR	17355	-0.02793	-0.054469	0.0086391	0.99939	Bladder	f943	Stair climbing frequency	1	FALSE	Bladder
Brain_Amygdala	COVAR	17355	0.015041	0.025631	0.0051767	0.001836	Brain_Amygdala	f943	Stair climbing frequency	0.047736	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17355	0.015543	0.027462	0.0047629	0.00055176	Brain_Anterior_cingulate_cortex_BA24	f943	Stair climbing frequency	0.01434576	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17355	0.015212	0.026285	0.0051838	0.0016728	Brain_Caudate_basal_ganglia	f943	Stair climbing frequency	0.0434928	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17355	0.012814	0.025715	0.0039869	0.00065576	Brain_Cerebellar_Hemisphere	f943	Stair climbing frequency	0.01704976	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17355	0.014051	0.027897	0.004113	0.00031831	Brain_Cerebellum	f943	Stair climbing frequency	0.00827606	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17355	0.017836	0.032537	0.0046984	7.3754e-05	Brain_Cortex	f943	Stair climbing frequency	0.001917604	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17355	0.015684	0.028908	0.0045336	0.00027125	Brain_Frontal_Cortex_BA9	f943	Stair climbing frequency	0.0070525	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17355	0.015817	0.026793	0.0052622	0.0013268	Brain_Hippocampus	f943	Stair climbing frequency	0.0344968	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17355	0.012744	0.021944	0.0053368	0.0084788	Brain_Hypothalamus	f943	Stair climbing frequency	0.2204488	FALSE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17355	0.01582	0.027455	0.0050019	0.00078293	Brain_Nucleus_accumbens_basal_ganglia	f943	Stair climbing frequency	0.02035618	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17355	0.013611	0.023166	0.0052239	0.0045911	Brain_Putamen_basal_ganglia	f943	Stair climbing frequency	0.1193686	FALSE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17355	0.0062648	0.011265	0.0056674	0.1345	Brain_Spinal_cord_cervical_c-1	f943	Stair climbing frequency	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17355	0.0083599	0.014395	0.0056594	0.069825	Brain_Substantia_nigra	f943	Stair climbing frequency	1	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17355	-0.034225	-0.065847	0.0083269	0.99998	Breast_Mammary_Tissue	f943	Stair climbing frequency	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17355	0.0007317	0.0015681	0.0042921	0.43232	Cells_Cultured_fibroblasts	f943	Stair climbing frequency	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17355	0.0045151	0.0098534	0.0032156	0.080154	Cells_EBV-transformed_lymphocytes	f943	Stair climbing frequency	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17355	-0.025067	-0.049162	0.0079587	0.99918	Cervix_Ectocervix	f943	Stair climbing frequency	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17355	-0.029143	-0.057729	0.0076048	0.99994	Cervix_Endocervix	f943	Stair climbing frequency	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17355	-0.021919	-0.042898	0.0082381	0.9961	Colon_Sigmoid	f943	Stair climbing frequency	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17355	-0.017508	-0.032207	0.0076113	0.98928	Colon_Transverse	f943	Stair climbing frequency	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17355	-0.021698	-0.04273	0.0084341	0.99495	Esophagus_Gastroesophageal_Junction	f943	Stair climbing frequency	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17355	-0.0054	-0.010444	0.0049893	0.86044	Esophagus_Mucosa	f943	Stair climbing frequency	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17355	-0.018961	-0.037414	0.0081811	0.98976	Esophagus_Muscularis	f943	Stair climbing frequency	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17355	-0.021037	-0.040839	0.0077871	0.99655	Fallopian_Tube	f943	Stair climbing frequency	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17355	-0.01201	-0.021567	0.0062781	0.97212	Heart_Atrial_Appendage	f943	Stair climbing frequency	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17355	-0.0095341	-0.015915	0.0060026	0.94388	Heart_Left_Ventricle	f943	Stair climbing frequency	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17355	0.0012291	0.0021605	0.0059012	0.41751	Kidney_Cortex	f943	Stair climbing frequency	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17355	0.0072827	0.013474	0.006066	0.11497	Kidney_Medulla	f943	Stair climbing frequency	1	FALSE	Kidney Medulla
Liver	COVAR	17355	-0.0036172	-0.0065137	0.0041436	0.80865	Liver	f943	Stair climbing frequency	1	FALSE	Liver
Lung	COVAR	17355	-0.014848	-0.028726	0.0060218	0.99316	Lung	f943	Stair climbing frequency	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17355	-0.012447	-0.023178	0.006335	0.97528	Minor_Salivary_Gland	f943	Stair climbing frequency	1	FALSE	Minor Salivary Gland
